text,entity1,entity2,pronoun,label,use,label_tq,use_tq,
"Sarah can't leave work here until John arrives to replace him. If John had left home for work on time, he would be gone by this time.",Sarah,John,It,0,1,0,1,
"Sarah can't leave work here until John arrives to replace him. If John had left home for work on time, he would be here by this time.",Sarah,John,It,1,1,1,1,
"Delivery driver can't leave work here until Customer arrives to replace him. If Customer had left home for work on time, he would be gone by this time.",Delivery driver,Customer,It,0,1,0,1,
"Delivery driver can't leave work here until Customer arrives to replace him. If Customer had left home for work on time, he would be here by this time.",Delivery driver,Customer,It,1,1,1,1,
"coworker can't leave work here until latecomer arrives to replace him. If latecomer had left home for work on time, he would be gone by this time.",coworker,latecomer,It,0,1,0,1,
"coworker can't leave work here until latecomer arrives to replace him. If latecomer had left home for work on time, he would be here by this time.",coworker,latecomer,It,1,1,1,1,
"Train conductors can't leave work here until Flight attendants arrives to replace him. If Flight attendants had left home for work on time, he would be gone by this time.",Train conductors,Flight attendants,It,0,1,0,1,
"Train conductors can't leave work here until Flight attendants arrives to replace him. If Flight attendants had left home for work on time, he would be here by this time.",Train conductors,Flight attendants,It,1,1,1,1,
"Teacher can't leave work here until student arrives to replace him. If student had left home for work on time, he would be gone by this time.",Teacher,student,It,0,1,0,1,
"Teacher can't leave work here until student arrives to replace him. If student had left home for work on time, he would be here by this time.",Teacher,student,It,1,1,1,1,
"If successful businessman has succeeded in fooling naive customer, he would have gotten a lot of money.",successful businessman,naive customer,it,0,1,0,1,
"If successful businessman has succeeded in fooling naive customer, he would have lost a lot of money.",successful businessman,naive customer,it,1,1,1,1,
"If Salesman has succeeded in fooling Customer, he would have gotten a lot of money.",Salesman,Customer,it,0,1,0,1,
"If Salesman has succeeded in fooling Customer, he would have lost a lot of money.",Salesman,Customer,it,1,1,1,1,
"If scammer has succeeded in fooling victim, he would have gotten a lot of money.",scammer,victim,it,0,1,0,0,
"If scammer has succeeded in fooling victim, he would have lost a lot of money.",scammer,victim,it,1,1,1,0,victime may suggest losing money
"If Elderly individuals has succeeded in fooling Naive children, he would have gotten a lot of money.",Elderly individuals,Naive children,it,0,1,0,1,
"If Elderly individuals has succeeded in fooling Naive children, he would have lost a lot of money.",Elderly individuals,Naive children,it,1,1,1,1,
"If Hacker has succeeded in fooling Online shopper, he would have gotten a lot of money.",Hacker,Online shopper,it,0,1,0,1,
"If Hacker has succeeded in fooling Online shopper, he would have lost a lot of money.",Hacker,Online shopper,it,1,1,1,1,
"dog was lying by squirrel hole waiting for squirrel, but it was too impatient.",dog,squirrel,It,0,1,0,1,
"dog was lying by squirrel hole waiting for squirrel, but it was too cautious.",dog,squirrel,It,1,1,1,1,
"dog was lying by squirrel hole waiting for squirrel, but it was too impatient.",dog,squirrel,It,0,0,0,0,
"dog was lying by squirrel hole waiting for squirrel, but it was too cautious.",dog,squirrel,It,1,0,1,0,
"predator was lying by prey hole waiting for prey, but it was too impatient.",predator,prey,It,0,1,0,1,
"predator was lying by prey hole waiting for prey, but it was too cautious.",predator,prey,It,1,1,1,1,
"A hunter was lying by its prey hole waiting for its prey, but it was too impatient.",A hunter,its prey,It,0,1,0,1,
"A hunter was lying by its prey hole waiting for its prey, but it was too cautious.",A hunter,its prey,It,1,1,1,1,
"Fox was lying by rabbit hole waiting for rabbit, but it was too impatient.",Fox,rabbit,It,0,1,0,1,
"Fox was lying by rabbit hole waiting for rabbit, but it was too cautious.",Fox,rabbit,It,1,1,1,1,
Bird ate Seed. It was hungry.,Bird,Seed,it,0,1,0,1,
Bird ate Seed. It was tasty.,Bird,Seed,it,1,1,1,1,
Dog ate bone. It was hungry.,Dog,bone,it,0,1,0,0,
Dog ate bone. It was tasty.,Dog,bone,it,1,1,1,0,bone is not alive
hungry cat ate tasty fish. It was hungry.,hungry cat,tasty fish,it,0,1,0,1,
hungry cat ate tasty fish. It was tasty.,hungry cat,tasty fish,it,1,1,1,1,
Humans ate chocolate. It was hungry.,Humans,chocolate,it,0,1,0,1,
Humans ate chocolate. It was tasty.,Humans,chocolate,it,1,1,1,1,
Bear ate Salmon. It was hungry.,Bear,Salmon,it,0,1,0,0,
Bear ate Salmon. It was tasty.,Bear,Salmon,it,1,1,1,0,bear is usually not tasty
"squirrel chased bird, which ran up a tree. It waited at the bottom.",squirrel,bird,it,0,1,0,1,
"squirrel chased bird, which ran up a tree. It waited at the top.",squirrel,bird,it,1,1,1,1,
"bird chased nest, which ran up a tree. It waited at the bottom.",bird,nest,it,0,1,0,0,
"bird chased nest, which ran up a tree. It waited at the top.",bird,nest,it,1,1,1,0,
"squirrel chased bird, which ran up a tree. It waited at the bottom.",squirrel,bird,it,0,0,0,0,
"squirrel chased bird, which ran up a tree. It waited at the top.",squirrel,bird,it,1,0,1,0,
"Lion chased gazelle, which ran up a tree. It waited at the bottom.",Lion,gazelle,it,0,1,0,0,
"Lion chased gazelle, which ran up a tree. It waited at the top.",Lion,gazelle,it,1,1,1,0, gazelle cannot climb
"Squirrel chased Raccoon, which ran up a tree. It waited at the bottom.",Squirrel,Raccoon,it,0,1,0,0,
"Squirrel chased Raccoon, which ran up a tree. It waited at the top.",Squirrel,Raccoon,it,1,1,1,0,squirrel can do better climbing
Robber walked into the bank and stabbed one of victims. He was immediately taken to the police station.,Robber,victim,it,0,1,0,1,
Robber walked into the bank and stabbed one of victims. He was immediately taken to the hospital.,Robber,victim,it,1,1,1,1,
Attacker walked into the bank and stabbed one of injured partys. He was immediately taken to the police station.,Attacker,injured party,it,0,1,0,0,
Attacker walked into the bank and stabbed one of injured partys. He was immediately taken to the hospital.,Attacker,injured party,it,1,1,1,0,injured party has some indications
criminal walked into the bank and stabbed one of victims. He was immediately taken to the police station.,criminal,victim,it,0,1,0,1,
criminal walked into the bank and stabbed one of victims. He was immediately taken to the hospital.,criminal,victim,it,1,1,1,1,
student walked into the bank and stabbed one of teachers. He was immediately taken to the police station.,student,teacher,it,0,1,0,0,
student walked into the bank and stabbed one of teachers. He was immediately taken to the hospital.,student,teacher,it,1,1,1,0,
Criminal walked into the bank and stabbed one of Victims. He was immediately taken to the police station.,Criminal,Victim,it,0,1,0,0,
Criminal walked into the bank and stabbed one of Victims. He was immediately taken to the hospital.,Criminal,Victim,it,1,1,1,0,
A student studying quietly was doing research in the library when he heard a man humming and whistling. He was very annoyed.,A student studying quietly,A librarian enforcing silence in the library,it,0,0,0,0,
A student studying quietly was doing research in the library when he heard a man humming and whistling. He was very annoying.,A student studying quietly,A librarian enforcing silence in the library,it,1,0,1,0,
A student was doing research in the library when he heard A loud music player. He was very annoyed.,A student,A loud music player,it,0,1,0,1,
A student was doing research in the library when he heard A loud music player. He was very annoying.,A student,A loud music player,it,1,1,1,1,
librarian was doing research in the library when he heard noisy student. He was very annoyed.,librarian,noisy student,it,0,1,0,1,
librarian was doing research in the library when he heard noisy student. He was very annoying.,librarian,noisy student,it,1,1,1,1,
A student was doing research in the library when he heard A noisy neighbor. He was very annoyed.,A student,A noisy neighbor,it,0,1,0,1,
A student was doing research in the library when he heard A noisy neighbor. He was very annoying.,A student,A noisy neighbor,it,1,1,1,1,
A student was doing research in the library when he heard A child crying and throwing a tantrum in a public place. He was very annoyed.,A student,A child crying and throwing a tantrum in a public place,it,0,1,0,1,
A student was doing research in the library when he heard A child crying and throwing a tantrum in a public place. He was very annoying.,A student,A child crying and throwing a tantrum in a public place,it,1,1,1,1,
Mary was jogging through the park when he saw a talented musician juggling watermelons. He was very impressed.,Mary,talented musician,it,0,1,0,1,
Mary was jogging through the park when he saw a talented musician juggling watermelons. He was very impressive.,Mary,talented musician,it,1,1,1,1,
audience was jogging through the park when he saw a performer juggling watermelons. He was very impressed.,audience,performer,it,0,1,0,1,
audience was jogging through the park when he saw a performer juggling watermelons. He was very impressive.,audience,performer,it,1,1,1,1,
impressed spectator was jogging through the park when he saw a skilled juggler juggling watermelons. He was very impressed.,impressed spectator,skilled juggler,it,0,1,0,1,
impressed spectator was jogging through the park when he saw a skilled juggler juggling watermelons. He was very impressive.,impressed spectator,skilled juggler,it,1,1,1,1,
fan was jogging through the park when he saw a musician juggling watermelons. He was very impressed.,fan,musician,it,0,1,0,1,
fan was jogging through the park when he saw a musician juggling watermelons. He was very impressive.,fan,musician,it,1,1,1,1,
A student was jogging through the park when he saw a teacher juggling watermelons. He was very impressed.,A student,A teacher,it,0,1,0,1,
A student was jogging through the park when he saw a teacher juggling watermelons. He was very impressive.,A student,A teacher,it,1,1,1,1,
patient collapsed on the sidewalk. Soon he saw doctor coming to help. He was very ill.,patient,doctor,she,0,1,0,1,
patient collapsed on the sidewalk. Soon he saw doctor coming to help. He was very concerned.,patient,doctor,she,1,1,1,1,
Parent collapsed on the sidewalk. Soon he saw Child coming to help. He was very ill.,Parent,Child,she,0,1,0,1,
Parent collapsed on the sidewalk. Soon he saw Child coming to help. He was very concerned.,Parent,Child,she,1,1,1,1,
patient collapsed on the sidewalk. Soon he saw doctor coming to help. He was very ill.,patient,doctor,she,0,0,0,0,
patient collapsed on the sidewalk. Soon he saw doctor coming to help. He was very concerned.,patient,doctor,she,1,0,1,0,
Doctors collapsed on the sidewalk. Soon he saw Good Samaritans coming to help. He was very ill.,Doctors,Good Samaritans,she,0,1,0,1,
Doctors collapsed on the sidewalk. Soon he saw Good Samaritans coming to help. He was very concerned.,Doctors,Good Samaritans,she,1,1,1,1,
Doctor collapsed on the sidewalk. Soon he saw Nurse coming to help. He was very ill.,Doctor,Nurse,she,0,1,0,1,
Doctor collapsed on the sidewalk. Soon he saw Nurse coming to help. He was very concerned.,Doctor,Nurse,she,1,1,1,1,
"Teacher told Student many lies about himself, which Student included in his book. He should have been more truthful.",Teacher,Student,it,0,1,0,1,
"Teacher told Student many lies about himself, which Student included in his book. He should have been more skeptical.",Teacher,Student,it,1,1,1,1,
"politician told journalist many lies about himself, which journalist included in his book. He should have been more truthful.",politician,journalist,it,0,1,0,1,
"politician told journalist many lies about himself, which journalist included in his book. He should have been more skeptical.",politician,journalist,it,1,1,1,1,
"dishonest person told naive friend many lies about himself, which naive friend included in his book. He should have been more truthful.",dishonest person,naive friend,it,0,1,0,1,
"dishonest person told naive friend many lies about himself, which naive friend included in his book. He should have been more skeptical.",dishonest person,naive friend,it,1,1,1,1,
"Politician told voter many lies about himself, which voter included in his book. He should have been more truthful.",Politician,voter,it,0,1,0,1,
"Politician told voter many lies about himself, which voter included in his book. He should have been more skeptical.",Politician,voter,it,1,1,1,1,
"Politician told Journalist many lies about himself, which Journalist included in his book. He should have been more truthful.",Politician,Journalist,it,0,0,0,0,
"Politician told Journalist many lies about himself, which Journalist included in his book. He should have been more skeptical.",Politician,Journalist,it,1,0,1,0,
"John knocked on Mary's door, but there was no answer. She was disappointed.",John,Mary,it,0,1,0,1,
"John knocked on Mary's door, but there was no answer. She was out.",John,Mary,it,1,1,1,1,
"John knocked on Mary's door, but there was no answer. She was disappointed.",John,Mary,it,0,0,0,0,
"John knocked on Mary's door, but there was no answer. She was out.",John,Mary,it,1,0,1,0,
"friend knocked on stranger's door, but there was no answer. She was disappointed.",friend,stranger,it,0,1,0,1,
"friend knocked on stranger's door, but there was no answer. She was out.",friend,stranger,it,1,1,1,1,
"A customer knocked on A store clerk's door, but there was no answer. She was disappointed.",A customer,A store clerk,it,0,1,0,1,
"A customer knocked on A store clerk's door, but there was no answer. She was out.",A customer,A store clerk,it,1,1,1,1,
"Student knocked on Teacher's door, but there was no answer. She was disappointed.",Student,Teacher,it,0,1,0,1,
"Student knocked on Teacher's door, but there was no answer. She was out.",Student,Teacher,it,1,1,1,1,
"Delivery person knocked on the door, and Homeowner answered it. She invited her to come out.",Delivery person,Homeowner,it,0,1,0,1,
"Delivery person knocked on the door, and Homeowner answered it. She invited her to come in.",Delivery person,Homeowner,it,1,1,1,1,
"Guests at a hotel knocked on the door, and Characters in a play answered it. She invited her to come out.",Guests at a hotel,Characters in a play,it,0,1,0,1,
"Guests at a hotel knocked on the door, and Characters in a play answered it. She invited her to come in.",Guests at a hotel,Characters in a play,it,1,1,1,1,
"Visitor knocked on the door, and Host answered it. She invited her to come out.",Visitor,Host,it,0,1,0,1,
"Visitor knocked on the door, and Host answered it. She invited her to come in.",Visitor,Host,it,1,1,1,1,
"Hosts at a party knocked on the door, and Neighbors welcoming a new resident answered it. She invited her to come out.",Hosts at a party,Neighbors welcoming a new resident,it,0,1,0,1,
"Hosts at a party knocked on the door, and Neighbors welcoming a new resident answered it. She invited her to come in.",Hosts at a party,Neighbors welcoming a new resident,it,1,1,1,1,
"Neighbor knocked on the door, and Friend answered it. She invited her to come out.",Neighbor,Friend,it,0,1,0,1,
"Neighbor knocked on the door, and Friend answered it. She invited her to come in.",Neighbor,Friend,it,1,1,1,1,
I can't cut that boulder down with that twig; it is too thick.,boulder,twig,He,0,1,0,1,
I can't cut that boulder down with that twig; it is too small.,boulder,twig,He,1,1,1,1,
I can't cut that twig down with that scissors; it is too thick.,twig,scissors,He,0,1,0,1,
I can't cut that twig down with that scissors; it is too small.,twig,scissors,He,1,1,1,1,
I can't cut that giant redwood down with that tiny knife; it is too thick.,giant redwood,tiny knife,He,0,1,0,1,
I can't cut that giant redwood down with that tiny knife; it is too small.,giant redwood,tiny knife,He,1,1,1,1,
I can't cut that chef down with that knife; it is too thick.,a chef,a knife,He,0,1,0,1,
I can't cut that chef down with that knife; it is too small.,a chef,a knife,He,1,1,1,1,
I can't cut that Sequoia tree down with that Chainsaw; it is too thick.,Sequoia tree,Chainsaw,He,0,1,0,1,
I can't cut that Sequoia tree down with that Chainsaw; it is too small.,Sequoia tree,Chainsaw,He,1,1,1,1,
sheep are getting in at night and attacking rabbits. I shall have to kill them .,sheep,rabbits,He,0,1,0,1,
sheep are getting in at night and attacking rabbits. I shall have to guard them .,sheep,rabbits,He,1,1,1,1,
Wolves are getting in at night and attacking sheep. I shall have to kill them .,Wolves,sheep,He,0,1,0,1,
Wolves are getting in at night and attacking sheep. I shall have to guard them .,Wolves,sheep,He,1,1,1,1,
wolves are getting in at night and attacking sheep. I shall have to kill them .,wolves,sheep,He,0,1,0,0,
wolves are getting in at night and attacking sheep. I shall have to guard them .,wolves,sheep,He,1,1,1,0,
Farmers are getting in at night and attacking wolves. I shall have to kill them .,Farmers,wolves,He,0,1,0,1,
Farmers are getting in at night and attacking wolves. I shall have to guard them .,Farmers,wolves,He,1,1,1,1,
wolves are getting in at night and attacking sheep. I shall have to kill them .,wolves,sheep,He,0,0,0,0,
wolves are getting in at night and attacking sheep. I shall have to guard them .,wolves,sheep,He,1,0,1,0,
Wolves are getting in at night and attacking Rabbits. They have gotten very bold.,Wolves,Rabbits,he,0,1,0,1,
Wolves are getting in at night and attacking Rabbits. They have gotten very nervous.,Wolves,Rabbits,he,1,1,1,1,
Lions are getting in at night and attacking gazelles. They have gotten very bold.,Lions,gazelles,he,0,1,0,1,
Lions are getting in at night and attacking gazelles. They have gotten very nervous.,Lions,gazelles,he,1,1,1,1,
wolves are getting in at night and attacking sheep. They have gotten very bold.,wolves,sheep,he,0,0,0,0,
wolves are getting in at night and attacking sheep. They have gotten very nervous.,wolves,sheep,he,1,0,1,0,
Criminals are getting in at night and attacking victim. They have gotten very bold.,Criminals,victim,he,0,1,0,1,
Criminals are getting in at night and attacking victim. They have gotten very nervous.,Criminals,victim,he,1,1,1,1,
lions are getting in at night and attacking zebras. They have gotten very bold.,lions,zebras,he,0,1,0,1,
lions are getting in at night and attacking zebras. They have gotten very nervous.,lions,zebras,he,1,1,1,1,
"In July, he declared war on United States. Since North Korea's army was much better equipped and ten times larger, they were defeated within weeks.",United States,North Korea,he,0,1,0,1,
"In July, he declared war on United States. Since North Korea's army was much better equipped and ten times larger, they were victorious within weeks.",United States,North Korea,he,1,1,1,1,
"In July, he declared war on France. Since Germany's army was much better equipped and ten times larger, they were defeated within weeks.",France,Germany,he,0,1,0,1,
"In July, he declared war on France. Since Germany's army was much better equipped and ten times larger, they were victorious within weeks.",France,Germany,he,1,1,1,1,
"In July, he declared war on small nation. Since powerful nation's army was much better equipped and ten times larger, they were defeated within weeks.",small nation,powerful nation,he,0,1,0,1,
"In July, he declared war on small nation. Since powerful nation's army was much better equipped and ten times larger, they were victorious within weeks.",small nation,powerful nation,he,1,1,1,1,
"In July, he declared war on Russia. Since Ukraine's army was much better equipped and ten times larger, they were defeated within weeks.",Russia,Ukraine,he,0,1,0,1,
"In July, he declared war on Russia. Since Ukraine's army was much better equipped and ten times larger, they were victorious within weeks.",Russia,Ukraine,he,1,1,1,1,
"In July, he declared war on United States. Since Iraq's army was much better equipped and ten times larger, they were defeated within weeks.",United States,Iraq,he,0,1,0,1,
"In July, he declared war on United States. Since Iraq's army was much better equipped and ten times larger, they were victorious within weeks.",United States,Iraq,he,1,1,1,1,
mentor follows role model's example in everything. He admires him hugely.,mentor,role model,he,0,1,0,1,
mentor follows role model's example in everything. He influences him hugely.,mentor,role model,he,1,1,1,1,
apprentice follows mentor's example in everything. He admires him hugely.,apprentice,mentor,he,0,1,0,1,
apprentice follows mentor's example in everything. He influences him hugely.,apprentice,mentor,he,1,1,1,1,
apprentice follows mentor's example in everything. He admires him hugely.,apprentice,mentor,he,0,1,0,0,
apprentice follows mentor's example in everything. He influences him hugely.,apprentice,mentor,he,1,1,1,0,
Mentor follows Mentee's example in everything. He admires him hugely.,Mentor,Mentee,he,0,1,0,1,
Mentor follows Mentee's example in everything. He influences him hugely.,Mentor,Mentee,he,1,1,1,1,
Student follows teacher's example in everything. He admires him hugely.,Student,teacher,he,0,1,0,1,
Student follows teacher's example in everything. He influences him hugely.,Student,teacher,he,1,1,1,1,
sofa won't fit through refrigerator because it is too wide.,sofa,refrigerator,it,0,1,0,0,
sofa won't fit through refrigerator because it is too narrow.,sofa,refrigerator,it,1,1,1,0,counterfactual
Book won't fit through Window because it is too wide.,Book,Window,it,0,1,0,1,
Book won't fit through Window because it is too narrow.,Book,Window,it,1,1,1,1,
large cabinet won't fit through narrow hallway because it is too wide.,large cabinet,narrow hallway,it,0,1,0,1,
large cabinet won't fit through narrow hallway because it is too narrow.,large cabinet,narrow hallway,it,1,1,1,1,
car won't fit through garage because it is too wide.,car,garage,it,0,1,0,1,
car won't fit through garage because it is too narrow.,car,garage,it,1,1,1,1,
Sofa won't fit through Hallway because it is too wide.,Sofa,Hallway,it,0,1,0,1,
Sofa won't fit through Hallway because it is too narrow.,Sofa,Hallway,it,1,1,1,1,
Waiter passed the half-empty plate to Customer because he was full.,Waiter,Customer,it,0,1,0,1,
Waiter passed the half-empty plate to Customer because he was hungry.,Waiter,Customer,it,1,1,1,1,
Student passed the half-empty plate to Teacher because he was full.,Student,Teacher,it,0,1,0,1,
Student passed the half-empty plate to Teacher because he was hungry.,Student,Teacher,it,1,1,1,1,
satisfied person passed the half-empty plate to hungry person because he was full.,satisfied person,hungry person,it,0,1,0,1,
satisfied person passed the half-empty plate to hungry person because he was hungry.,satisfied person,hungry person,it,1,1,1,1,
restaurant patrons passed the half-empty plate to homeless people because he was full.,restaurant patrons,homeless people,it,0,1,0,1,
restaurant patrons passed the half-empty plate to homeless people because he was hungry.,restaurant patrons,homeless people,it,1,1,1,1,
Dog passed the half-empty plate to Cat because he was full.,Dog,Cat,it,0,1,0,1,
Dog passed the half-empty plate to Cat because he was hungry.,Dog,Cat,it,1,1,1,1,
sibling cried because friend wouldn't accept his toy.,sibling,friend,She,0,1,0,1,
sibling cried because friend wouldn't share his toy.,sibling,friend,She,1,1,1,1,
Sarah cried because her sister wouldn't accept his toy.,Sarah,her sister,She,0,1,0,1,
Sarah cried because her sister wouldn't share his toy.,Sarah,her sister,She,1,1,1,1,
selfish friend cried because generous friend wouldn't accept his toy.,selfish friend,generous friend,She,0,1,0,1,
selfish friend cried because generous friend wouldn't share his toy.,selfish friend,generous friend,She,1,1,1,1,
"Siblings - where one sibling is not accepting the other's belongings, causing emotional distress cried because Classmates - where one classmate is not willing to share their things, causing emotional distress to another wouldn't accept his toy.","Siblings - where one sibling is not accepting the other's belongings, causing emotional distress","Classmates - where one classmate is not willing to share their things, causing emotional distress to another",She,0,0,0,0,
"Siblings - where one sibling is not accepting the other's belongings, causing emotional distress cried because Classmates - where one classmate is not willing to share their things, causing emotional distress to another wouldn't share his toy.","Siblings - where one sibling is not accepting the other's belongings, causing emotional distress","Classmates - where one classmate is not willing to share their things, causing emotional distress to another",She,1,0,1,0,
Sibling not allowing to play with their toy cried because Friend not sharing their toy wouldn't accept his toy.,Sibling not allowing to play with their toy,Friend not sharing their toy,She,0,0,0,0,
Sibling not allowing to play with their toy cried because Friend not sharing their toy wouldn't share his toy.,Sibling not allowing to play with their toy,Friend not sharing their toy,She,1,0,1,0,
"John spoke to Sarah, breaking her silence.",John,Sarah,she,0,1,0,1,
"John spoke to Sarah, breaking her concentration.",John,Sarah,she,1,1,1,1,
"librarian spoke to student, breaking her silence.",librarian,student,she,0,1,0,1,
"librarian spoke to student, breaking her concentration.",librarian,student,she,1,1,1,1,
"shy person spoke to focused student, breaking her silence.",shy person,focused student,she,0,1,0,1,
"shy person spoke to focused student, breaking her concentration.",shy person,focused student,she,1,1,1,1,
"Doctor spoke to patient, breaking her silence.",Doctor,patient,she,0,1,0,1,
"Doctor spoke to patient, breaking her concentration.",Doctor,patient,she,1,1,1,1,
"Therapist spoke to Patient, breaking her silence.",Therapist,Patient,she,0,1,0,1,
"Therapist spoke to Patient, breaking her concentration.",Therapist,Patient,she,1,1,1,1,
Sarah had to stop Emily from toying with the injured bird. He is very cruel.,Sarah,Emily,he,0,1,0,1,
"George got free tickets to the play, but he gave them to Eric, even though he was particularly eager to see it.",Sarah,Emily,he,1,1,1,1,
Nurse had to stop Bully from toying with the injured bird. He is very cruel.,Nurse,Bully,he,0,1,0,1,
"George got free tickets to the play, but he gave them to Eric, even though he was particularly eager to see it.",Nurse,Bully,he,1,1,1,1,
Kind-hearted person had to stop Cruel individual from toying with the injured bird. He is very cruel.,Kind-hearted person,Cruel individual,he,0,1,0,1,
"George got free tickets to the play, but he gave them to Eric, even though he was particularly eager to see it.",Kind-hearted person,Cruel individual,he,1,1,1,1,
Animal rights activists had to stop Poachers from toying with the injured bird. He is very cruel.,Animal rights activists,Poachers,he,0,1,0,1,
"George got free tickets to the play, but he gave them to Eric, even though he was particularly eager to see it.",Animal rights activists,Poachers,he,1,1,1,1,
Zookeeper had to stop Mischievous child from toying with the injured bird. He is very cruel.,Zookeeper,Mischievous child,he,0,1,0,1,
"George got free tickets to the play, but he gave them to Eric, even though he was particularly eager to see it.",Zookeeper,Mischievous child,he,1,1,1,1,
Sarah asked John for a favor but he was refused.,Sarah,John,It,0,1,0,1,
Sarah asked John for a favor but he refused.,Sarah,John,It,1,1,1,1,
Sarah asked Emily for a favor but he was refused.,Sarah,Emily,It,0,1,0,1,
Sarah asked Emily for a favor but he refused.,Sarah,Emily,It,1,1,1,1,
boss asked employee for a favor but he was refused.,boss,employee,It,0,1,0,1,
boss asked employee for a favor but he refused.,boss,employee,It,1,1,1,1,
A manager asked a subordinate for a favor but he was refused.,A manager,a subordinate,It,0,1,0,1,
A manager asked a subordinate for a favor but he refused.,A manager,a subordinate,It,1,1,1,1,
Sarah asked Emily for help but she was refused asked Sarah asked Emily for help but she refused for a favor but he was refused.,Sarah asked Emily for help but she was refused,Sarah asked Emily for help but she refused,It,0,0,0,0,
Sarah asked Emily for help but she was refused asked Sarah asked Emily for help but she refused for a favor but he refused.,Sarah asked Emily for help but she was refused,Sarah asked Emily for help but she refused,It,1,0,1,0,
Prime Minister ceded the presidency to Governor because he was less popular.,Prime Minister,Governor,it,0,1,0,1,
Prime Minister ceded the presidency to Governor because he was more popular.,Prime Minister,Governor,it,1,1,1,1,
Student A ceded the presidency to Student B because he was less popular.,Student A,Student B,it,0,1,0,1,
Student A ceded the presidency to Student B because he was more popular.,Student A,Student B,it,1,1,1,1,
outgoing president ceded the presidency to popular candidate because he was less popular.,outgoing president,popular candidate,it,0,1,0,1,
outgoing president ceded the presidency to popular candidate because he was more popular.,outgoing president,popular candidate,it,1,1,1,1,but it's a bit vague
Barack Obama ceded the presidency to Joe Biden because he was less popular.,Barack Obama,Joe Biden,it,0,1,0,1,
Barack Obama ceded the presidency to Joe Biden because he was more popular.,Barack Obama,Joe Biden,it,1,1,1,1,
Queen Elizabeth II ceded the presidency to Prince Charles because he was less popular.,Queen Elizabeth II,Prince Charles,it,0,1,0,1,
Queen Elizabeth II ceded the presidency to Prince Charles because he was more popular.,Queen Elizabeth II,Prince Charles,it,1,1,1,1,
I put glass vase on thin glass plate and it broke.,glass vase,thin glass plate,It,0,1,0,1,
I put the heavy book on thin glass plate and it broke.,glass vase,thin glass plate,It,1,1,1,1,
I put glass ornament on paper plate and it broke.,glass ornament,paper plate,It,0,1,0,1,
I put the heavy book on paper plate and it broke.,glass ornament,paper plate,It,1,1,1,1,
I put fragile glass ornament on flimsy cardboard box and it broke.,fragile glass ornament,flimsy cardboard box,It,0,1,0,1,
I put the heavy book on flimsy cardboard box and it broke.,fragile glass ornament,flimsy cardboard box,It,1,1,1,1,
I put glass vase on concrete floor and it broke.,glass vase,concrete floor,It,0,1,0,1,
I put the heavy book on concrete floor and it broke.,glass vase,concrete floor,It,1,1,1,1,
I put glass vase on porcelain figurine and it broke.,glass vase,porcelain figurine,It,0,1,0,1,
I put the heavy book on porcelain figurine and it broke.,glass vase,porcelain figurine,It,1,1,1,1,